"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE","18_DOC. IDENTITAT","19_CP","23_PARENTIU RESP. 1","24_DOC. IDENTITAT RESP. 1","25_ADREÇA RESP. 1","26_LOCALITAT RESP. 1","27_MUNICIPI RESP. 1","28_CP RESP. 1","29_PARENTIU RESP. 2","30_DOC. IDENTITAT RESP. 2","31_ADREÇA RESP. 2","32_LOCALITAT RESP. 2","33_MUNICIPI RESP. 2","34_CP RESP. 2"
"1","22346339465","Lazaro Hidalgo, Albert","23/05/2010","Gallego Riera, Inés","+34 XXXXXXX","+34 XXXXXXX","ines@mailintaor.com","Casanova Palau, Berta","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Berta Casanova Palau","L'Armentera","Albanyà","albert@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","73470166A","46554","Pare","76865718F","c/ de l'aviador Berta Casanova Palau","L'Armentera","Albanyà","42946","Pare","72025863T","c/ de l'aviador Berta Casanova Palau","L'Armentera","Albanyà","50294"
"1","68545630211","Ramos Barrera, Xavier","19/07/2006","Benito Reina, Javier","+34 XXXXXXX","+34 XXXXXXX","javier@mailintaor.com","Heredia Gimenez, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Ainhoa Heredia Gimenez","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","74511408X","84545","Mare","74571005W","c/ de l'aviador Ainhoa Heredia Gimenez","L'Armentera","Albanyà","17392","Pare","75373249A","c/ de l'aviador Ainhoa Heredia Gimenez","L'Armentera","Albanyà","50783"
"1","45877920438","Bravo Cortes, Sara","28/09/2009","Jurado Peña, Adrián","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Franco Exposito, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Rayan Franco Exposito","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","70844153A","99619","Pare","78069890W","c/ de l'aviador Rayan Franco Exposito","L'Armentera","Albanyà","74602","Pare","70019258X","c/ de l'aviador Rayan Franco Exposito","L'Armentera","Albanyà","67096"
"1","33180969021","Beltran Galindo, Laura","23/01/2012","Segura Viñas, Ayman","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Garriga Palacios, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Oriol Garriga Palacios","L'Armentera","Albanyà","laura@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","70356392W","74498","Pare","75684872A","c/ de l'aviador Oriol Garriga Palacios","L'Armentera","Albanyà","66638","Pare","75535038F","c/ de l'aviador Oriol Garriga Palacios","L'Armentera","Albanyà","23973"
"1","29682729182","Perez Ortiz, Guillem","16/06/2006","Vives Perez, Álvaro","+34 XXXXXXX","+34 XXXXXXX","alvaro@mailintaor.com","Nieto Herrera, Inés","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Inés Nieto Herrera","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","72653212P","19079","Pare","75985921B","c/ de l'aviador Inés Nieto Herrera","L'Armentera","Albanyà","72651","Mare","74996639A","c/ de l'aviador Inés Nieto Herrera","L'Armentera","Albanyà","24972"
"1","56538679016","Vega Ponce, Pol","26/11/2007","Valls Escudero, Irene","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Suarez Hernandez, Naiara","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Naiara Suarez Hernandez","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","77327652N","57480","Mare","74310913R","c/ de l'aviador Naiara Suarez Hernandez","L'Armentera","Albanyà","49541","Mare","74779377X","c/ de l'aviador Naiara Suarez Hernandez","L'Armentera","Albanyà","36266"
"1","30398351245","Valverde Camps, Daniela","24/11/2007","Egea Collado, Dídac","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Piñol Pages, Aina","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Aina Piñol Pages","L'Armentera","Albanyà","daniela@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","71370153X","34965","Mare","75849808P","c/ de l'aviador Aina Piñol Pages","L'Armentera","Albanyà","98370","Pare","72819493Y","c/ de l'aviador Aina Piñol Pages","L'Armentera","Albanyà","37477"
"1","76758076745","Moya Piñol, Gabriel","17/06/2005","Franco Cano, Dídac","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Pozo Paredes, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Gisela Pozo Paredes","L'Armentera","Albanyà","gabriel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","70171917X","51051","Mare","77161706B","c/ de l'aviador Gisela Pozo Paredes","L'Armentera","Albanyà","12788","Mare","72772174F","c/ de l'aviador Gisela Pozo Paredes","L'Armentera","Albanyà","50380"
"1","51140634297","Mendez Carmona, Aleix","24/05/2012","Cardenas Ponce, Eloi","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Lorente Pujol, Roger","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Roger Lorente Pujol","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","70770820A","82086","Pare","78076361N","c/ de l'aviador Roger Lorente Pujol","L'Armentera","Albanyà","78948","Mare","70698228A","c/ de l'aviador Roger Lorente Pujol","L'Armentera","Albanyà","54244"
"1","17786396050","Santos Arenas, José","18/06/2010","Arias Rios, Leo","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Ponce Bonet, Clara","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Clara Ponce Bonet","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","70915556X","21489","Pare","73473813X","c/ de l'aviador Clara Ponce Bonet","L'Armentera","Albanyà","02560","Pare","79893568R","c/ de l'aviador Clara Ponce Bonet","L'Armentera","Albanyà","55199"
"1","69802719692","Gimenez Izquierdo, Nil","18/11/2009","Montoya Avila, Alba","+34 XXXXXXX","+34 XXXXXXX","alba@mailintaor.com","Rojas Navarro, Diego","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Diego Rojas Navarro","L'Armentera","Albanyà","nil@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","74826985N","39727","Mare","76990271F","c/ de l'aviador Diego Rojas Navarro","L'Armentera","Albanyà","96886","Mare","79796311X","c/ de l'aviador Diego Rojas Navarro","L'Armentera","Albanyà","59589"
"1","22747968206","Ferre Pastor, Adrián","03/07/2011","Cuenca Hernandez, Ona","+34 XXXXXXX","+34 XXXXXXX","ona@mailintaor.com","Paredes Miguel, Erik","+34 XXXXZZZZ","+34 XXXXLLL","erik@mailintaor.com","c/ de l'aviador Erik Paredes Miguel","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","76389091N","60289","Pare","71711640T","c/ de l'aviador Erik Paredes Miguel","L'Armentera","Albanyà","93184","Mare","78091378R","c/ de l'aviador Erik Paredes Miguel","L'Armentera","Albanyà","98203"
"1","81275708487","Ordoñez Velasco, Marc","26/06/2008","Llorens Hurtado, Elsa","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Roca Marti, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Víctor Roca Marti","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","75941358N","37808","Pare","75050658F","c/ de l'aviador Víctor Roca Marti","L'Armentera","Albanyà","70763","Pare","73873935M","c/ de l'aviador Víctor Roca Marti","L'Armentera","Albanyà","52470"
"1","91112478306","Valle Garrido, Arlet","30/12/2005","Vargas Linares, Pau","+34 XXXXXXX","+34 XXXXXXX","pau@mailintaor.com","Mendez Paredes, Martina","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Martina Mendez Paredes","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","70504621M","71915","Mare","78137871Y","c/ de l'aviador Martina Mendez Paredes","L'Armentera","Albanyà","12429","Pare","72994962R","c/ de l'aviador Martina Mendez Paredes","L'Armentera","Albanyà","77911"
"1","10908532200","Pozo Figueras, Antonio","25/03/2008","Nuñez Gutierrez, Hugo","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Casas Vera, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Víctor Casas Vera","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","73253487P","25383","Mare","73802875A","c/ de l'aviador Víctor Casas Vera","L'Armentera","Albanyà","62873","Mare","75810623M","c/ de l'aviador Víctor Casas Vera","L'Armentera","Albanyà","11286"
"1","63298656432","Vidal Pages, Martina","26/06/2005","Ponce Contreras, Axel","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Suarez Velasco, Joan","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Joan Suarez Velasco","L'Armentera","Albanyà","martina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","78771186T","73557","Mare","73393209Y","c/ de l'aviador Joan Suarez Velasco","L'Armentera","Albanyà","93929","Mare","71170447X","c/ de l'aviador Joan Suarez Velasco","L'Armentera","Albanyà","35373"
"1","91205311224","Vicente Millan, Gisela","01/06/2009","Campos Macias, Laura","+34 XXXXXXX","+34 XXXXXXX","laura@mailintaor.com","Herrera Pons, Biel","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Biel Herrera Pons","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","72096900M","90767","Pare","70548238F","c/ de l'aviador Biel Herrera Pons","L'Armentera","Albanyà","11519","Pare","72294902G","c/ de l'aviador Biel Herrera Pons","L'Armentera","Albanyà","90207"
"1","11514002864","Gallego Ferre, Elsa","22/03/2008","Prat Blasco, Joan","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Mata Ortega, Javier","+34 XXXXZZZZ","+34 XXXXLLL","javier@mailintaor.com","c/ de l'aviador Javier Mata Ortega","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","74801552F","34651","Mare","73730451W","c/ de l'aviador Javier Mata Ortega","L'Armentera","Albanyà","31435","Pare","75933382M","c/ de l'aviador Javier Mata Ortega","L'Armentera","Albanyà","65709"
"1","80547862752","Caballero Cano, Martina","03/07/2010","Rosell Quintana, Alan","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Martin Ramos, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Eloi Martin Ramos","L'Armentera","Albanyà","martina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","75358152N","68445","Mare","73834732X","c/ de l'aviador Eloi Martin Ramos","L'Armentera","Albanyà","74515","Pare","70615969P","c/ de l'aviador Eloi Martin Ramos","L'Armentera","Albanyà","67213"
"1","64251404931","Cabello Mora, Naiara","16/01/2009","Reyes Andres, Max","+34 XXXXXXX","+34 XXXXXXX","max@mailintaor.com","Diaz Contreras, Roger","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Roger Diaz Contreras","L'Armentera","Albanyà","naiara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","73318738N","72557","Pare","73472236Y","c/ de l'aviador Roger Diaz Contreras","L'Armentera","Albanyà","19921","Mare","76893367M","c/ de l'aviador Roger Diaz Contreras","L'Armentera","Albanyà","74157"
"1","43689081279","Gil Grau, Lucas","03/08/2005","Cortes Aguilera, Rayan","+34 XXXXXXX","+34 XXXXXXX","rayan@mailintaor.com","Miro Fernandez, Abril","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Abril Miro Fernandez","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","79903221P","08192","Mare","70393648T","c/ de l'aviador Abril Miro Fernandez","L'Armentera","Albanyà","09363","Pare","73140404N","c/ de l'aviador Abril Miro Fernandez","L'Armentera","Albanyà","46309"
"1","84050033474","Soriano Leon, Ian","04/10/2006","Ramos Juan, Ayman","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Maldonado Cano, Mohamed","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Mohamed Maldonado Cano","L'Armentera","Albanyà","ian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","74484605T","80227","Pare","75886930W","c/ de l'aviador Mohamed Maldonado Cano","L'Armentera","Albanyà","20363","Mare","72230154D","c/ de l'aviador Mohamed Maldonado Cano","L'Armentera","Albanyà","23779"
"1","91159900233","Maldonado Casado, Elena","07/05/2009","Cabrera Llorens, Aitor","+34 XXXXXXX","+34 XXXXXXX","aitor@mailintaor.com","Sole Pascual, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Alejandro Sole Pascual","L'Armentera","Albanyà","elena@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","78265901N","04140","Mare","70090164R","c/ de l'aviador Alejandro Sole Pascual","L'Armentera","Albanyà","88770","Mare","73728222D","c/ de l'aviador Alejandro Sole Pascual","L'Armentera","Albanyà","12382"
"1","24477191660","Pallares Mesa, Aina","28/07/2005","Peña Roca, Izan","+34 XXXXXXX","+34 XXXXXXX","izan@mailintaor.com","Vera Izquierdo, Leo","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Leo Vera Izquierdo","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","75409467A","67745","Mare","78484718T","c/ de l'aviador Leo Vera Izquierdo","L'Armentera","Albanyà","43647","Mare","74821026F","c/ de l'aviador Leo Vera Izquierdo","L'Armentera","Albanyà","96195"
"1","85123402407","Pereira Martin, Leo","22/04/2006","Duran Puig, Nora","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Ribera Zamora, Sara","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Sara Ribera Zamora","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","79999500D","82616","Mare","78974288A","c/ de l'aviador Sara Ribera Zamora","L'Armentera","Albanyà","49966","Pare","79944044B","c/ de l'aviador Sara Ribera Zamora","L'Armentera","Albanyà","52353"
"1","29562715786","Linares Pla, Roc","22/09/2010","Vives Heredia, Marina","+34 XXXXXXX","+34 XXXXXXX","marina@mailintaor.com","Calderon Bernal, Irene","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Irene Calderon Bernal","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A","78596825P","31236","Mare","73313830M","c/ de l'aviador Irene Calderon Bernal","L'Armentera","Albanyà","15402","Pare","71188242P","c/ de l'aviador Irene Calderon Bernal","L'Armentera","Albanyà","85412"
"1","84373594152","Viñas Blanch, Carlos","30/12/2009","Juan Pons, Naia","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Salazar Mesa, Gabriel","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Gabriel Salazar Mesa","L'Armentera","Albanyà","carlos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","75272305G","19769","Mare","72351495P","c/ de l'aviador Gabriel Salazar Mesa","L'Armentera","Albanyà","58200","Mare","77729980A","c/ de l'aviador Gabriel Salazar Mesa","L'Armentera","Albanyà","67176"
"1","54039249601","Domingo Hurtado, Andrea","06/01/2011","Muñoz Castro, Jana","+34 XXXXXXX","+34 XXXXXXX","jana@mailintaor.com","Valverde Rodriguez, Biel","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Biel Valverde Rodriguez","L'Armentera","Albanyà","andrea@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","70207104Y","62887","Pare","77246718A","c/ de l'aviador Biel Valverde Rodriguez","L'Armentera","Albanyà","47941","Pare","79540000F","c/ de l'aviador Biel Valverde Rodriguez","L'Armentera","Albanyà","87989"
"1","76621726475","Pardo Lozano, Sara","03/03/2007","Rico Montes, Miguel","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Santos Pages, Marina","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Marina Santos Pages","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","78283613M","35751","Pare","76704121T","c/ de l'aviador Marina Santos Pages","L'Armentera","Albanyà","05379","Mare","73851677A","c/ de l'aviador Marina Santos Pages","L'Armentera","Albanyà","07565"
"1","44988801095","Gonzalez Rovira, Ana","03/07/2010","Carrasco Franco, Oriol","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Ribera Calvo, Paula","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Paula Ribera Calvo","L'Armentera","Albanyà","ana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","73360834R","89493","Pare","79955693N","c/ de l'aviador Paula Ribera Calvo","L'Armentera","Albanyà","36329","Mare","74579976A","c/ de l'aviador Paula Ribera Calvo","L'Armentera","Albanyà","77348"
"1","22174368644","Roca Alvarez, Leyre","18/09/2011","Peña Luna, Dídac","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Marti Ruiz, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Adrián Marti Ruiz","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","77594489B","13799","Pare","78348165N","c/ de l'aviador Adrián Marti Ruiz","L'Armentera","Albanyà","53030","Pare","79917209P","c/ de l'aviador Adrián Marti Ruiz","L'Armentera","Albanyà","79801"
"1","96642883213","Carmona Lara, Sergio","05/09/2011","Blasco Ferre, Miguel","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Morales Guillen, Joan","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Joan Morales Guillen","L'Armentera","Albanyà","sergio@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","74346167N","09599","Pare","74011277W","c/ de l'aviador Joan Morales Guillen","L'Armentera","Albanyà","07456","Pare","76822716D","c/ de l'aviador Joan Morales Guillen","L'Armentera","Albanyà","93424"
"1","94951865136","Camacho Vicente, Irene","18/01/2010","Sierra Vazquez, Hugo","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Bravo Bernal, Mario","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Mario Bravo Bernal","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","76800523F","24001","Pare","72994962R","c/ de l'aviador Mario Bravo Bernal","L'Armentera","Albanyà","53716","Pare","75846645G","c/ de l'aviador Mario Bravo Bernal","L'Armentera","Albanyà","40979"
"1","48000486997","Blanco Mendoza, Pablo","23/01/2010","Beltran Aranda, Daniela","+34 XXXXXXX","+34 XXXXXXX","daniela@mailintaor.com","Gimenez Sierra, Albert","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Albert Gimenez Sierra","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","77577403F","89788","Mare","75368955N","c/ de l'aviador Albert Gimenez Sierra","L'Armentera","Albanyà","04005","Pare","79621179R","c/ de l'aviador Albert Gimenez Sierra","L'Armentera","Albanyà","45696"
"1","74323110499","Acosta Pardo, Ferran","22/02/2009","Gallardo Merino, Naia","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Mata Bravo, Joel","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Joel Mata Bravo","L'Armentera","Albanyà","ferran@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","79847888A","48219","Mare","71257289N","c/ de l'aviador Joel Mata Bravo","L'Armentera","Albanyà","38702","Mare","73572717X","c/ de l'aviador Joel Mata Bravo","L'Armentera","Albanyà","45848"
"1","64172790054","Vives Simon, Samuel","02/02/2007","Izquierdo Farre, Dídac","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Serrano Carmona, Max","+34 XXXXZZZZ","+34 XXXXLLL","max@mailintaor.com","c/ de l'aviador Max Serrano Carmona","L'Armentera","Albanyà","samuel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","73976394B","95825","Mare","79758647F","c/ de l'aviador Max Serrano Carmona","L'Armentera","Albanyà","57565","Pare","78459053X","c/ de l'aviador Max Serrano Carmona","L'Armentera","Albanyà","91862"
"1","56968095675","Contreras Marti, Isaac","22/01/2011","Garcia Redondo, Carla","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Millan Cano, Roc","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Roc Millan Cano","L'Armentera","Albanyà","isaac@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","78171124M","88382","Mare","70033800M","c/ de l'aviador Roc Millan Cano","L'Armentera","Albanyà","10585","Pare","74700361P","c/ de l'aviador Roc Millan Cano","L'Armentera","Albanyà","97646"
"1","78104992026","Pons Bautista, Bruna","25/10/2006","Luna Pallares, Dídac","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Gutierrez Font, Roc","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Roc Gutierrez Font","L'Armentera","Albanyà","bruna@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","73013210X","42058","Mare","70477485T","c/ de l'aviador Roc Gutierrez Font","L'Armentera","Albanyà","58377","Pare","78137871Y","c/ de l'aviador Roc Gutierrez Font","L'Armentera","Albanyà","77153"
"1","81586811981","Perez Gimeno, Pol","21/09/2012","Salas Vila, Eloi","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Lorente Robles, Ian","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Ian Lorente Robles","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","72165329W","79461","Mare","73473813X","c/ de l'aviador Ian Lorente Robles","L'Armentera","Albanyà","55990","Mare","79366340R","c/ de l'aviador Ian Lorente Robles","L'Armentera","Albanyà","06216"
"1","21145040012","Ferrer Cano, Nora","11/12/2005","Jimenez Castaño, Jan","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Luque Prieto, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Miquel Luque Prieto","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","74243673X","35696","Pare","75578954D","c/ de l'aviador Miquel Luque Prieto","L'Armentera","Albanyà","06938","Pare","73722336N","c/ de l'aviador Miquel Luque Prieto","L'Armentera","Albanyà","79553"
"1","96318363287","Esteve Riera, Mar","11/06/2011","Rivera Mesa, Ayman","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Santiago Camps, Alan","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Alan Santiago Camps","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","74732559M","01694","Pare","71662206M","c/ de l'aviador Alan Santiago Camps","L'Armentera","Albanyà","54169","Pare","71292738X","c/ de l'aviador Alan Santiago Camps","L'Armentera","Albanyà","81734"
"1","51316085456","Soria Calderon, Marcos","17/10/2006","Rojas Guerra, Leyre","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Pereira Ferrer, Emma","+34 XXXXZZZZ","+34 XXXXLLL","emma@mailintaor.com","c/ de l'aviador Emma Pereira Ferrer","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","79470763P","86599","Mare","70477485T","c/ de l'aviador Emma Pereira Ferrer","L'Armentera","Albanyà","21708","Pare","79480637W","c/ de l'aviador Emma Pereira Ferrer","L'Armentera","Albanyà","05355"
"1","76769042268","Pla Ribas, Adriana","10/03/2007","Fuentes Vila, Paula","+34 XXXXXXX","+34 XXXXXXX","paula@mailintaor.com","Cuenca Luna, Dídac","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Dídac Cuenca Luna","L'Armentera","Albanyà","adriana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","72122506R","34271","Mare","77797054X","c/ de l'aviador Dídac Cuenca Luna","L'Armentera","Albanyà","26643","Mare","78214678D","c/ de l'aviador Dídac Cuenca Luna","L'Armentera","Albanyà","85770"
"1","24387173069","Gracia Palau, Pablo","15/01/2009","Santiago Avila, Ainara","+34 XXXXXXX","+34 XXXXXXX","ainara@mailintaor.com","Carbonell Badia, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Adrián Carbonell Badia","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","72959158N","33019","Mare","70019258X","c/ de l'aviador Adrián Carbonell Badia","L'Armentera","Albanyà","07947","Mare","79231660R","c/ de l'aviador Adrián Carbonell Badia","L'Armentera","Albanyà","71230"
"1","32485600086","Bueno Sala, Mireia","29/08/2010","Campos Bernal, Lucía","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Aparicio Rojas, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Elsa Aparicio Rojas","L'Armentera","Albanyà","mireia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","70871989Y","83969","Mare","75985921B","c/ de l'aviador Elsa Aparicio Rojas","L'Armentera","Albanyà","40676","Pare","71662206M","c/ de l'aviador Elsa Aparicio Rojas","L'Armentera","Albanyà","48668"
"1","83396528163","Zamora Campos, Naia","14/05/2008","Mendez Carreras, Jan","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Pallares Reyes, Ana","+34 XXXXZZZZ","+34 XXXXLLL","ana@mailintaor.com","c/ de l'aviador Ana Pallares Reyes","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A","72697904Y","47565","Pare","79366340R","c/ de l'aviador Ana Pallares Reyes","L'Armentera","Albanyà","41900","Mare","78459053X","c/ de l'aviador Ana Pallares Reyes","L'Armentera","Albanyà","24754"
